CAS Number;Chemical Name;SMILES;Species Scientific Name;Species Common Name;Species Sub Phylum;Effect;Organism Lifestage;Exposure Duration Mean (Days);Conc 1 Mean (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Units (Standardized)
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0058;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0076;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.003;>;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Salmo salar;Atlantic Salmon;Vertebrata;Mortality;Not reported;NR;0.0018;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.012;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus kisutch;Silver Salmon;Vertebrata;Mortality;Not reported;NR;0.0269;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Salmo salar;Atlantic Salmon;Vertebrata;Mortality;Not reported;NR;0.0062;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus kisutch;Silver Salmon;Vertebrata;Mortality;Not reported;NR;0.004;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus kisutch;Silver Salmon;Vertebrata;Mortality;Not reported;NR;0.0193;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0047;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.009;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.012;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.00226;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0042;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0075;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0148;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus kisutch;Silver Salmon;Vertebrata;Mortality;Not reported;NR;0.01;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0041;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;0.0038;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;0.01059;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.008;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus tshawytscha;Chinook Salmon;Vertebrata;Mortality;Not reported;NR;0.0115;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0019;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus kisutch;Silver Salmon;Vertebrata;Mortality;Juvenile;NR;0.013;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.014;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.00087;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.017;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0046;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0072;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.042;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.042;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0072;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.06;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Fry;4;0.0024;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Fry;4;0.0058;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Fry;4;0.103;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus kisutch;Silver Salmon;Vertebrata;Mortality;Not reported;NR;0.044;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus tshawytscha;Chinook Salmon;Vertebrata;Mortality;Not reported;NR;0.017;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus kisutch;Silver Salmon;Vertebrata;Mortality;Not reported;NR;0.044;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.042;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus kisutch;Silver Salmon;Vertebrata;Mortality;Not reported;NR;0.066;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus tshawytscha;Chinook Salmon;Vertebrata;Mortality;Not reported;NR;0.014;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ptychocheilus lucius;Colorado Pikeminnow;Vertebrata;Mortality;Post-larva;NR;1.497;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gila cypha;Humpback Chub;Vertebrata;Mortality;Juvenile;NR;2.471;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ptychocheilus lucius;Colorado Pikeminnow;Vertebrata;Mortality;Juvenile;NR;1.512;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ptychocheilus lucius;Colorado Pikeminnow;Vertebrata;Mortality;Juvenile;NR;0.986;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gila cypha;Humpback Chub;Vertebrata;Mortality;Juvenile;NR;1.898;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ptychocheilus lucius;Colorado Pikeminnow;Vertebrata;Mortality;Juvenile;NR;0.138;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ptychocheilus lucius;Colorado Pikeminnow;Vertebrata;Mortality;Juvenile;NR;0.13;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ptychocheilus lucius;Colorado Pikeminnow;Vertebrata;Mortality;Juvenile;NR;0.341;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ptychocheilus lucius;Colorado Pikeminnow;Vertebrata;Mortality;Juvenile;NR;0.824;;AI mg/L
55-18-5;N-Ethyl-N-nitrosoethanamine;CCN(CC)N=O;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;775;;AI mg/L
55-18-5;N-Ethyl-N-nitrosoethanamine;CCN(CC)N=O;Poecilia reticulata;Guppy;Vertebrata;Mortality;Not reported;NR;100;;AI mg/L
57-12-5;Cyanide;[C-]#N;Poecilia reticulata;Guppy;Vertebrata;Mortality;Not reported;4;0.13;;AI mg/L
57-12-5;Cyanide;[C-]#N;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5;2.350699195;;AI mg/L
57-12-5;Cyanide;[C-]#N;Cyprinodon variegatus;Sheepshead Minnow;Vertebrata;Mortality;Larva;4;0.3002;;AI mg/L
57-12-5;Cyanide;[C-]#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;0.14;;AI mg/L
57-12-5;Cyanide;[C-]#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;0.18;;AI mg/L
57-12-5;Cyanide;[C-]#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;0.18;;AI mg/L
57-12-5;Cyanide;[C-]#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;0.12;;AI mg/L
57-12-5;Cyanide;[C-]#N;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;0.09;;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;62000;>;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;710;;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;55770;;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Not reported;NR;1000;>;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;790;;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Not reported;NR;1000;>;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Carassius auratus;Goldfish;Vertebrata;Mortality;Not reported;1;5000;>;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Carassius auratus;Goldfish;Vertebrata;Mortality;Not reported;1;5000;>;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Not reported;NR;1000;>;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Not reported;NR;1000;>;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Not reported;NR;1000;>;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;34060;;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Not reported;NR;1000;>;AI mg/L
57-55-6;1,2-Propanediol;CC(O)CO;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;44;;AI ml/L
62-75-9;N-Methyl-N-nitrosomethanamine;CN(C)N=O;Fundulus heteroclitus;Mummichog;Vertebrata;Mortality;Adult;NR;5500;;AI mg/L
62-75-9;N-Methyl-N-nitrosomethanamine;CN(C)N=O;Fundulus heteroclitus;Mummichog;Vertebrata;Mortality;Adult;NR;8300;;AI mg/L
62-75-9;N-Methyl-N-nitrosomethanamine;CN(C)N=O;Fundulus heteroclitus;Mummichog;Vertebrata;Mortality;Adult;NR;2700;;AI mg/L
62-75-9;N-Methyl-N-nitrosomethanamine;CN(C)N=O;Fundulus heteroclitus;Mummichog;Vertebrata;Mortality;Adult;NR;3300;;AI mg/L
62-75-9;N-Methyl-N-nitrosomethanamine;CN(C)N=O;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;940;;AI mg/L
62-75-9;N-Methyl-N-nitrosomethanamine;CN(C)N=O;Fundulus heteroclitus;Mummichog;Vertebrata;Mortality;Adult;NR;4700;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Sander vitreus;Walleye;Vertebrata;Mortality;Not reported;NR;0.02;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Micropterus salmoides;Largemouth Bass;Vertebrata;Mortality;Not reported;NR;0.042;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Gambusia affinis ssp. affinis;Mosquitofish;Vertebrata;Mortality;Not reported;NR;0.46;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Micropterus salmoides;Largemouth Bass;Vertebrata;Mortality;Not reported;NR;0.05;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Sander vitreus;Walleye;Vertebrata;Mortality;Not reported;NR;0.014;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Morone saxatilis;Striped Bass;Vertebrata;Mortality;Juvenile;NR;0.0025;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Leiostomus xanthurus;Spot;Vertebrata;Mortality;Not reported;NR;0.036;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Fundulus similis;Longnose Killifish;Vertebrata;Mortality;Not reported;NR;0.48;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Fundulus similis;Longnose Killifish;Vertebrata;Mortality;Not reported;NR;0.042;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Leiostomus xanthurus;Spot;Vertebrata;Mortality;Not reported;NR;0.02;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;53.4;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;9;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;149;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;2.6;<;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;2.6;<;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;0.056;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;4.4;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;0.042;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Not reported;NR;13;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Not reported;NR;1.5;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;8.1;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;9;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;40;>;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;2.6;<;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;40;>;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;40;>;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;9;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;12.4;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;86.5;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;33.9;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;40;>;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Fingerling;NR;2.6;<;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;0.045;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;4;0.11;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Salvelinus fontinalis;Brook Trout;Vertebrata;Mortality;Fingerling;NR;0.045;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.07;;AI mg/L
