CAS Number;Chemical Name;SMILES;Species Scientific Name;Species Common Name;Species Sub Phylum;Effect;Organism Lifestage;Exposure Duration Mean (Days);Conc 1 Mean (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Units (Standardized)
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.07;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.07;;AI mg/L
72-54-8;1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.07;;AI mg/L
72-55-9;1,1'-(2,2-Dichloroethenylidene)bis[4-chlorobenzene];ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;0.24;;AI mg/L
72-55-9;1,1'-(2,2-Dichloroethenylidene)bis[4-chlorobenzene];ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;1.6;>;AI mg/L
72-55-9;1,1'-(2,2-Dichloroethenylidene)bis[4-chlorobenzene];ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1;Salmo salar;Atlantic Salmon;Vertebrata;Mortality;Not reported;NR;0.096;;AI mg/L
72-55-9;1,1'-(2,2-Dichloroethenylidene)bis[4-chlorobenzene];ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.087;>;AI mg/L
72-55-9;1,1'-(2,2-Dichloroethenylidene)bis[4-chlorobenzene];ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.032;;AI mg/L
72-55-9;1,1'-(2,2-Dichloroethenylidene)bis[4-chlorobenzene];ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1;Salmo salar;Atlantic Salmon;Vertebrata;Mortality;Not reported;NR;0.1;>;AI mg/L
72-56-0;1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene;CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Not reported;NR;0.479;;AI mg/L
72-56-0;1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene;CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Not reported;NR;10;>;AI mg/L
72-56-0;1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene;CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;0.02;;AI mg/L
72-56-0;1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene;CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.0044;;AI mg/L
72-56-0;1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene;CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.009;;AI mg/L
72-56-0;1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene;CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.007;;AI mg/L
74-90-8;Hydrocyanic acid;C#N;Lagodon rhomboides;Pinfish;Vertebrata;Mortality;Not reported;NR;0.069;;AI mg/L
74-90-8;Hydrocyanic acid;C#N;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;6;NR;;AI mg/L
74-90-8;Hydrocyanic acid;C#N;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;6;NR;;AI mg/L
74-90-8;Hydrocyanic acid;C#N;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;6;NR;;AI mg/L
74-90-8;Hydrocyanic acid;C#N;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;6;NR;;AI mg/L
74-90-8;Hydrocyanic acid;C#N;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Juvenile;4;0.028;;AI mg/L
74-90-8;Hydrocyanic acid;C#N;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Juvenile;4;0.042;;AI mg/L
74-90-8;Hydrocyanic acid;C#N;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Juvenile;4;0.068;;AI mg/L
74-90-8;Hydrocyanic acid;C#N;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;0.07;;AI mg/L
86-30-6;N-Nitroso-N-phenylbenzenamine;O=NN(c1ccccc1)c1ccccc1;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Young of year;4;5.8;;AI mg/L
86-30-6;N-Nitroso-N-phenylbenzenamine;O=NN(c1ccccc1)c1ccccc1;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Young of year;4;44;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Phoxinus phoxinus;Minnow;Vertebrata;Mortality;Not reported;NR;17.6;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Rhodeus sericeus ssp. amarus;Bitterling;Vertebrata;Mortality;Not reported;NR;25.7;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Paralichthys olivaceus;Hirame, Flounder;Vertebrata;Mortality;Juvenile;4;6.07;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Osteichthyes;Bony Fishes;Vertebrata;Mortality;Not reported;NR;40;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Leucaspius delineatus;Sunbleak;Vertebrata;Mortality;Not reported;NR;22.7;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Phoxinus phoxinus;Minnow;Vertebrata;Mortality;Not reported;NR;38.2;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Leuciscus idus ssp. melanotus;Carp;Vertebrata;Mortality;Not reported;NR;13;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Leuciscus idus ssp. melanotus;Carp;Vertebrata;Mortality;Not reported;NR;28;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;26;>;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;14.7;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;18;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;23.6;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;9.3;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;1480;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;58;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;30.3;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Dicentrarchus labrax;Sea Bass;Vertebrata;Mortality;Juvenile;4;8.1;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Danio rerio;Zebra Danio;Vertebrata;Mortality;Not reported;NR;15;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Danio rerio;Zebra Danio;Vertebrata;Mortality;Not reported;NR;25;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Danio rerio;Zebra Danio;Vertebrata;Mortality;Not reported;NR;15;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;14;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;35;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;14;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;34;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;0.014;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;0.0084;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;18.1;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;21.5;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;34.3;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Poecilia reticulata;Guppy;Vertebrata;Mortality;Not reported;4;33.5;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Poecilia reticulata;Guppy;Vertebrata;Mortality;Not reported;4;33.5;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Poecilia reticulata;Guppy;Vertebrata;Mortality;Not reported;4;44.6;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;14.3;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;32.7;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;16.7;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;30;4.2;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;30;14.8;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;30;5.2;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;30;3.5;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;30;33.5;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;30;10.1;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;30;8.1;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;30;11.1;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;30;2.6;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;30;6.9;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;25.5;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;14.3;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;11.8;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lagodon rhomboides;Pinfish;Vertebrata;Mortality;Not reported;NR;24.5;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Not reported;NR;32;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Carassius auratus;Goldfish;Vertebrata;Mortality;Not reported;NR;24;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Young of year;4;10;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Young of year;4;28;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Not reported;NR;50;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Cyprinus carpio;Common Carp;Vertebrata;Mortality;Juvenile;NR;18.07;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Cyprinus carpio;Common Carp;Vertebrata;Mortality;Juvenile;NR;21.36;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Cyprinus carpio;Common Carp;Vertebrata;Mortality;Juvenile;NR;42.33;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Cyprinus carpio;Common Carp;Vertebrata;Mortality;Juvenile;NR;42.33;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;23.6;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;18.7;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;25.7;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;120.7;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;618;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Cyprinus carpio;Common Carp;Vertebrata;Mortality;Not reported;NR;37.4;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Cyprinus carpio;Common Carp;Vertebrata;Mortality;Not reported;NR;24;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;NR;30.8;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Ctenopharyngodon idella;Grass Carp;Vertebrata;Mortality;Not reported;NR;8.95;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Ctenopharyngodon idella;Grass Carp;Vertebrata;Mortality;Not reported;NR;5.38;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Ctenopharyngodon idella;Grass Carp;Vertebrata;Mortality;Not reported;NR;4.96;;AI mg/L
107-13-1;2-Propenenitrile;C=CC#N;Ctenopharyngodon idella;Grass Carp;Vertebrata;Mortality;Not reported;NR;9.49;;AI mg/L
109-75-1;3-Butenenitrile;C=CCC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;NR;;AI mg/L
109-75-1;3-Butenenitrile;C=CCC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;182;;AI mg/L
109-75-1;3-Butenenitrile;C=CCC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;200;~;AI mg/L
109-75-1;3-Butenenitrile;C=CCC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;182;;AI mg/L
109-75-1;3-Butenenitrile;C=CCC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;NR;;AI mg/L
109-75-1;3-Butenenitrile;C=CCC#N;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;NR;;AI mg/L
110-49-6;Ethylene glycol monomethyl ether acetate;COCCOC(C)=O;Carassius auratus;Goldfish;Vertebrata;Mortality;Not reported;1;190;;AI mg/L
110-49-6;Ethylene glycol monomethyl ether acetate;COCCOC(C)=O;Menidia beryllina;Inland Silverside;Vertebrata;Mortality;Not reported;4;40;;AI mg/L
110-49-6;Ethylene glycol monomethyl ether acetate;COCCOC(C)=O;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;45;;AI mg/L
110-99-6;Diglycolic acid;O=C(O)COCC(=O)O;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;2;105;;ae ppm
110-99-6;Diglycolic acid;O=C(O)COCC(=O)O;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;2;105;;ae ppm
111-55-7;1,2-Ethanediol, Diacetate;CC(=O)OCCOC(C)=O;Menidia beryllina;Inland Silverside;Vertebrata;Mortality;Not reported;4;78;;AI mg/L
111-55-7;1,2-Ethanediol, Diacetate;CC(=O)OCCOC(C)=O;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;90;;AI mg/L
111-77-3;2-(2-Methoxyethoxy)ethanol;COCCOCCO;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;7500;;AI mg/L
111-77-3;2-(2-Methoxyethoxy)ethanol;COCCOCCO;Carassius auratus;Goldfish;Vertebrata;Mortality;Not reported;1;5000;>;AI mg/L
111-77-3;2-(2-Methoxyethoxy)ethanol;COCCOCCO;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not coded;4;960;>;AI mg/L
112-34-5;2-(2-Butoxyethoxy)ethanol;CCCCOCCOCCO;Leuciscus idus ssp. melanotus;Carp;Vertebrata;Mortality;Not reported;NR;1805;;AI mg/L
112-34-5;2-(2-Butoxyethoxy)ethanol;CCCCOCCOCCO;Leuciscus idus ssp. melanotus;Carp;Vertebrata;Mortality;Not reported;NR;2304;;AI mg/L
112-34-5;2-(2-Butoxyethoxy)ethanol;CCCCOCCOCCO;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;1300;;AI mg/L
112-34-5;2-(2-Butoxyethoxy)ethanol;CCCCOCCOCCO;Menidia beryllina;Inland Silverside;Vertebrata;Mortality;Not reported;4;2000;;AI mg/L
112-34-5;2-(2-Butoxyethoxy)ethanol;CCCCOCCOCCO;Carassius auratus;Goldfish;Vertebrata;Mortality;Not reported;1;2700;;AI mg/L
112-36-7;1,1'-oxybis[2-ethoxy]ethane;CCOCCOCCOCC;Alburnus alburnus;Bleak;Vertebrata;Mortality;Not reported;4;10000;>;AI mg/L
112-50-5;Triethyleneglycolmonoethyl ether;CCOCCOCCOCCO;Carassius auratus;Goldfish;Vertebrata;Mortality;Not reported;1;5000;>;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Nothobranchius guentheri;Killifish;Vertebrata;Mortality;Fry;NR;3.4;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Sciaenops ocellatus;Red Drum;Vertebrata;Mortality;Embryo;2;8.2;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Sciaenops ocellatus;Red Drum;Vertebrata;Mortality;Embryo;2;7.6;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Nothobranchius guentheri;Killifish;Vertebrata;Mortality;Fry;NR;6.3;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;2.4;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;NR;4.2;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;2.1;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;NR;2;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;2.9;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;NR;3;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;2.66;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;4;2.6;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;2.4;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;1.2;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;NR;2.4;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Not reported;12;3.3;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Not reported;12;7.4;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Not reported;12;5.6;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Juvenile;4;2.4;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;4;2.709699076;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;10;2.198649376;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;NR;2.4;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2.2;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2.3;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2.3;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2.2;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2.8;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2.7;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;4.1;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;1.6;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2.7;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2.8;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2.3;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2.1;;AI mg/L
118-96-7;2-Methyl-1,3,5-trinitrobenzene;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;3;;AI mg/L
