CAS Number;Chemical Name;SMILES;Species Scientific Name;Species Common Name;Species Sub Phylum;Effect;Organism Lifestage;Exposure Duration Mean (Days);Conc 1 Mean (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Units (Standardized);log_Conc;Es tóxico
56296-78-7;N-Methyl-gamma-[4-(trifluoromethyl)phenoxy]benzenepropanamine, Hydrochloride (1:1);CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;2;0.995881536;;AI mg/L;-0.001792319529482742;Tóxico
56296-78-7;N-Methyl-gamma-[4-(trifluoromethyl)phenoxy]benzenepropanamine, Hydrochloride (1:1);CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;2;0.767658684;;AI mg/L;-0.11483183283807492;Tóxico
56296-78-7;N-Methyl-gamma-[4-(trifluoromethyl)phenoxy]benzenepropanamine, Hydrochloride (1:1);CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;2;0.198;;AI mg/L;-0.7033348097384688;Tóxico
79559-97-0;(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine hydrochloride (1:1);CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;2;;;AI mg/L;;No tóxico
79559-97-0;(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine hydrochloride (1:1);CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;2;;;AI mg/L;;No tóxico
79559-97-0;(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine hydrochloride (1:1);CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;2;;;AI mg/L;;No tóxico
79559-97-0;(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine hydrochloride (1:1);CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;2;;;AI mg/L;;No tóxico
79559-97-0;(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine hydrochloride (1:1);CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;2;;;AI mg/L;;No tóxico
79559-97-0;(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine hydrochloride (1:1);CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;2;;;AI mg/L;;No tóxico
79559-97-0;(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine hydrochloride (1:1);CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;2;;;AI mg/L;;No tóxico
79559-97-0;(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine hydrochloride (1:1);CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;2;;;AI mg/L;;No tóxico
79559-97-0;(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine hydrochloride (1:1);CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;2;;;AI mg/L;;No tóxico
79617-96-2;(1S,4S)-4-(3,4-Dichlorphenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine;CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;4;0.143;;AI mg/L;-0.8446639625349383;Tóxico
114247-06-2;(gammaS)-N-Methyl-gamma-[4-(trifluoromethyl)phenoxy]benzenepropanamine hydrochloride (1:1);CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;2;0.216;;AI mg/L;-0.6655462488490691;Tóxico
114247-09-5;(gammaR)-N-Methyl-gamma-[4-(trifluoromethyl)phenoxy]benzenepropanamine hydrochloride (1:1);CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;2;0.212;;AI mg/L;-0.6736641390712486;Tóxico
